ID;Polarity;Text
533732;positive;Ray Jacoo  I finally commited it in revision: 485087.  Thanks 
536287;positive;Thanks Scott  I have committed your last work in svn with rev. 7876 
538839;positive;Works fine with my minimal test case and the tutorial. Thank you!
541327;negative;Sorry for the late reply. Your corrections look good I've just applied them. Thanks!
541471;positive;The patch looks good just applied on the 1.1 branch and trunk. Thanks a lot keep them coming! :)
541585;neutral;Could you make sure that the following path exists on your machine:  C:\Program Files\Apache\Tomcat 6.0\webapps\ode\WEB-INF/jpadb  It sometimes happen that Tomcat for some reason fails to open the WAR which results in an incomplete deployment.
542796;neutral;i don't think that any special filtering should be performed for the access control content such as e.g. rep:policy nodes. but as far as i can see you didn't incorporate this into the patch right?  testing for Tree#exists in the NodeDelegate looks ok to me...
544276;positive;that's nice! The patch looks good Emanuele :)
544652;neutral;Further optimized caching in KernelNodeStore a bit in revision: 1450145  The test now just runs for a very long time (with -Xmx128m) and didn't run out of memory so far on my machine. Though it is still working on 51200 child nodes after it reported '25600 nodes in 1440293 ms'.
546524;neutral;[~anchela] which improvements do you have in mind?
547590;neutral;Hi Talat - no this patch is for the branch_2x branch only.
548153;positive;Committed @revision 1440266 in trunk Thanks Lufeng if and when you get around to the patch for 2.x I can review. The patches for tests are very welcome in Nutch. Thank you. 
549289;positive;Looks good to me Markus. +1
558598;positive;+1 thanks. Don't forget to add line to CHANGES.txt when committing
562151;neutral;Actually i made a simple test on 2 small linkdb and i didn't see any improvment. You're right. There is no need to add it.
562657;neutral;"Using nutch with solr has been a very demanding request so it will be very useful when this makes into trunk. I have spend some time reviewing the patch which I find quite elegant.   Some improvements to the patch would be  - make NutchDocument implement VersionedWritable instead of writable and delegate version checking to superclass - refactor getDetails() methods in HitDetailer to Searcher (it is not likely that a class would implement Searcher but not HitDetailer) - use Searcher delete HitDetailer and SearchBean  - Rename XXXBean classes so that they do not include ""bean"". (I think it is confusing to have bean objects that have non-trivial functionality) - refactor LuceneSearchBean.VERSION to RPCSearchBean - remove unrelated changes from the patch.(the changes in NGramProfile HTMLLanguageParserLanguageIdentifier... correct me if i'm wrong)  As far as i can see we do not need any metadata for Solr backend and only need StoreIndex and Vector options for lucene backend so i think we can simplify NutchDocument#metadata. We may implement :   {code} class FieldMeta { o.a.l.document.Field.Store store"
565199;positive; Hi Luca  I've applied the changes you mentioned and it worked fine on my end (Windows).  Can you try this on your end as well? I've attached the patch.  Thanks!
567127;neutral;Re: setReaderThread I didn't know we had such a method.  It looks like it was added here: http://cvs.apache.org/viewcvs.cgi/jakarta-commons/net/src/java/org/apache/commons/net/telnet/TelnetClient.java?rev=1.9&view=markup  Other than adding documentation to FTPClient about this it sounds like like there isn't any other action to take on this report??? 
568964;positive;Yes it can be resolved. Thank You!
569317;negative;"Unfortunately we can't do that because that is not explicit on the spec javadoc and there is a way to do what is expected using ""targets"" property."
570091;positive;The patches look good :)
570828;positive;thanks to Jakob Korherr for this patch
571869;neutral;Duplicate of MYFACES-2970
574433;negative;Sorry I was not able to create one diff-file so I added for every build.xml an own diff.
574480;neutral;HI Ronald  The fix I put in on the 30th caused pages to stop drawing in the RC1.  I have reverted part of the fix for this bug to get 657 resolved. Could you please take a look at the comments for 657 and test out the head of the 1.1.1 branch to make sure that this version works for your case.
574763;positive;Mathias please close this issue as it is not reproducing any more...  Thanks.
575599;negative;Sorry I use JDK 1.4.2_06 and not 1.4.1 :)
577994;neutral;I can confirm this is not happening on Ubuntu 12.04 with OpenJDK 1.6.0_24. Did anyone get a chance to look at this apparently Mac-specific issue?
578043;positive;"Bertrand - nice work. This is a great idea and the patch looks good overall. Couple of points:  - Don't forget the Apache header on the new Errors class - Maybe do the grammar corrections on the counter error messages separately? Just so we keep the commits to a single issue each.  - I'm not sure we need to retain the delegating ""formatValueList"" method in TestDriver. Something to discuss...   As for using Guava to do the string join - I know MRUnit used to have it as a dependency but this was removed in MRUNIT-50. Probably not worth bringing it back for such a simple method. "
578101;positive;Thanks that looks good now
579578;positive;Hi.  The code above is a copy of the CharsetUtil class just run within a Junit Test case.  There is no exception other than junit.framework.AssertionFailedError.  Are you able to reproduce the error?  Thanks  Richard
582650;neutral;Hi I've started working on this. I think I have an idea of what to do design-wise but if anyone has any suggestions please let me know. 
586870;neutral;{quote} I don't think it makes sense to argue about who the exception messages are for [...] {quote}  I think the opposite because it has an impact on the library design. Not that CM cannot go on with the current way
587315;positive;This seems good to me. +1 to apply it
590647;positive;I've committed this to trunk branch-2 and branch-2.2.  Yingda thank you for the patch.  Chuan thank you for help with the code review.
590787;positive;Thanks Karthik!  I committed this to trunk branch-2 and branch-2.1-beta.
591329;positive;Thanks for taking a look Bikas and Devaraj. Committing this.
591356;positive;Thanks.  I'll look into this.
591793;positive;+1 looks good  Thanks Mayank
591879;positive;+1 looks good. Checking this in.
593827;positive;Attaching updated patches. Arun let me know it this looks good.  Thanks
594865;positive;Thanks Sandy. Committed to trunk and branch-2.
598585;positive;Looks good.  Minor nit can you change info.wait(0)
599164;positive;Incorporating Konstantin's comment  Thanks Mayank
601144;positive;Thanks for the patch Daryn  +1  I put it into trunk branch-2 and branch-0.23
601204;neutral;Hi Jason! I was thinking one of those parameters was the time the NM should wait before sending the SIGTERM. Alas I was wrong ContainerLaunch.java:337 sends the SIGTERM pretty much instantly. That is messing me up in MAPREDUCE-4135.  I'm still thinking having a small time delay before sending even the SIGTERM should be good. If we can do it on the NM and not on the RM I think we might be able to conserve RM resources. 
601669;negative;Sorry looks like we took to long to get to this the patch no longer applies.  Can you please upmerge to latest?
602004;neutral;Can you please address the findbugs warning. (inconsistent synchronization)  I did a quick look at your patch and I am a bit confused by the implementation of setSignaled.  I realize that you did not really change the code at all but is there a reason that the parameter is ignored?  If you don't know I can look into it myself.
604021;positive;I just committed this to trunk and branch-2.0. Thanks Xeiguiming!
604108;positive;+1 The patch looks good to me. I will commit this later.
604668;positive;I just committed this. Thanks Vinod!
605838;positive;I just committed this to trunk and branch-0.23. Thanks Arun!
606238;neutral;Actually now that I think of it we never had anything exposed via jmx for the RM? Looks like this is the first bean we are adding. Is that right? I thought some of the work that Thomas did on web services was also exposed via jmx. No? 
607398;neutral;Attaching a patch that adds API for accessing the other info (which is not writtent to trace file).
608690;positive;+1. Just committed this to trunk and branch-0.23. Thanks Jason!
613634;positive;+1 looks good to me. Trying it out.
616183;positive;Thanks for the explanation +1 for the patch.
618655;positive;addressed review comments.  Thanks Vinod.
619035;positive;+1  looks good
619471;neutral;+1 lgtm to get rid of the extra logging and to kill the child process.
619747;positive;Committed to trunk and branch-22. Thanks Ari!
621440;positive;+1 patch looks good
624672;positive;I just committed this. Thank you Scott and Priyo.
624936;positive;Patch looks good to me also.  bq. -1 core tests. TestSpecialCharactersInOutputPath failed with NoClassDefFoundError. I ran the same test on my machine with the patch. It ran successfully.
626160;neutral;Thanks for the update Tom this is getting close!  Some more comments:  {quote} > src/java/org/apache/hadoop/mapreduce/TaskType.java > -> Public? Stable? It is public. Not sure about whether it is stable yet. {quote} I'd tend to lean towards making it Stable to ensure it's never broken it probably deserves that status given how central it is to the framework. Thoughts? I don't see either 'audience' for this yet it the patch maybe you missed it?  bq. Are MarkableIterator and MarkableIteratorInterface public user classes? The unit test for them (TestValueIterReset) implies that the user instantiates a MarkableIterator. +1 public  bq. I left all of the lib.db classes public evolving since they are used by various extensions and users. Does this sound reasonable? +1  {quote} > src/java/org/apache/hadoop/mapreduce/Job.java > -> public  Yes.  > src/java/org/apache/hadoop/mapreduce/JobCounter.java > -> public  Yes.  > src/java/org/apache/hadoop/mapreduce/JobPriority.java > -> public  Yes. {quote}  Again I don't see 'audience' as 'public' another human miss on your part? Or am I seeing the wrong patch?  ----  Comments on rest of the classes I missed in the first pass:  src/java/org/apache/hadoop/mapreduce/security/token/package-info.java -> Unstable src/java/org/apache/hadoop/mapreduce/security/token/delegation/package-info.java -> Unstable src/java/org/apache/hadoop/mapreduce/TaskTrackerInfo.java -> Public used in Cluster src/java/org/apache/hadoop/mapreduce/util/package-info.java -> Unstable src/java/org/apache/hadoop/mapreduce/TaskCompletionEvent.java -> Public Job.getTaskCompletionEvent src/java/org/apache/hadoop/mapred/JobInProgress.java -> limited-private for schedulers src/java/org/apache/hadoop/mapred/Task.java -> limited-private for schedulers src/java/org/apache/hadoop/mapred/JobEndNotifier.java -> public maybe evolving since end-users use this directly src/java/org/apache/hadoop/mapred/LineRecordReader.java -> limited-private (mr pig) src/java/org/apache/hadoop/mapred/JobProfile.java -> Odd I thought this was 'public' - but I can't find any uses for it. The FairScheduler uses it so 'limited-private' ? src/java/org/apache/hadoop/mapred/TaskCompletionEvent.java -> public accessible via JobClient 
626207;neutral;uploading the patch for commit to internal branch it has review comments from sreekanth and cos implemented. 
626728;neutral;Looks like your change did not fix the findbugs. But i think you need to suppress the findbugs warning : HRS_REQUEST_PARAMETER_TO_HTTP_HEADER. It is suppressed for jobdetails.jsp in MAPREDUCE-1185.
627307;neutral;Patch that fixes this problem and adds a test case demonstrating it.
627389;neutral;Ported to trunk
627419;positive;I just committed this. Thanks Jitendra!
628374;positive;+1. Looks good to me.
629495;positive;I just committed this to trunk thanks Owen
629646;positive;+1  I committed this. Thanks Hong!
629761;positive;+1 patch looks good.
629819;positive;"Patch looks mostly good to me.  One comment: I think the name ""moveAndDeleteLocalFiles"" isn't quite descriptive enough. Perhaps ""asyncDeletePathOnEachVolume"" or something? The fact that the path is relative to *all* volumes and will be deleted on each of them is the key part I didn't understand at the first pass through the JIRA.  I agree with Vinod that it would be nice to share code with CleanupQueue but would be fine seeing it in another JIRA."
631723;positive;I just committed this. Thanks Boris!
633282;neutral;Updating patch synch'ed with trunk.
634005;positive;I just committed this. Thanks Omer!
640521;positive;Thanks for taking this patch looks good. Is this good to be committed?
644706;neutral;"(If it's just reading ints I was thinking just write 4-byte ints. That's got to be the fastest of all.)  The author would be Ted really his call. If it's more of an example for the book it could be attached to the book. If it stays that's cool too just need to have a think about fixing/documenting the issues raised here.  You've raised a different an interesting point about performance though. You find that the slow-down is actually in addToVector where it converts a String to byte[]? The thing is the corresponding line in the ""fast"" version skips this step and adds null.  Indeed also passing null in the ""normal"" version makes it twice as fast for me. It's still twice as slow as the ""fast"" version though. But I do wonder whether the example deserves a bit more attention. I may not know what I'm doing. Is that a difference that shouldn't exist between the two benchmarks?"
646546;neutral;I see what you mean
647358;neutral;Just some variations
647618;neutral;"{quote} This wasn't a problem with my patch right?  That was an issue of the mahout script in trunk itself? {quote}  Yes it was a problem with the script in trunk. I believe this was due to the fact that the job files were on the classpath instead of all of the dependency jars. Adding the job files to the classpath does not add the dependency jars they contain to the classpath as well. So no you didn't add this but it should be fixed (and is in the patch)  {quote} What is the -core option for?  I've never used it how does it work? {quote}  when you're running bin/mahout in the context of a build the -core option is used to tell it to use the build classpath instead of the classpath used for a binary release. This just follows the pattern established (by Doug?) in the hadoop and nutch launch scripts.  {quote} Also added a help message for the 'run' argument. {quote}  near line 72 in bin/mahout: (this is different from the --help question I had)  {code}   echo ""  seq2sparse            generate sparse vectors from a sequence file""   echo ""  vectordump            dump vectors from a sequence file""   echo ""  run                   run mahout tasks using the MahoutDriver see: http://cwiki.apache.org/MAHOUT/mahoutdriver.html"" {code}  {quote} So you already added the ability to load via classpath right? If we merge that way of thinking with what I'm currently working on (having a configurable ""MAHOUT_CONF_DIR"" which is used for all these props files) we could just have the mahout shell script just add MAHOUT_CONF_DIR to the classpath (the way you already have it adding the hardwired core/src/main/resources directory) and then it would work that way. {quote}  Yep that should do it as long as MAHOUT_CONF_DIR appears before src/main/resources we should be good to go. It should be added outside of the section of the script that determines if -core has been specified on the command-line.  "
650567;neutral;The inline patch came out garbled. Same patch attached.
651307;neutral;It could have been created as a patch and that is far as its gotten.   Assuming that we're talking we're just talking about creating a simple .snk to create strongly named assemblies when talking about signing assembly:  I didn't see a .snk file in the Lucene.Net_2_9_4g branch when setting up the build scripts. I haven't looked in trunk yet.    The Lucene.Net_4e branch should have a already have a snk. I could add the same snk file to trunk and the 2.9.4 branch when I go add the build scripts to the trunk this weekend so that all the branches are building strong assemblies.  Someone would still need to go back to the tag and create a 2.9.2 version using the snk whenever the next release does come out.    
652642;positive;Hi DIGY  I like to know a bit more about this patch:  1) what test case is it fixing? 2) how did you determine the race condition?  The changes to the ThreadClass is considerable and I'm trying to understand why this wasn't a problem in earlier versions.  Thanks.  -- George 
652698;positive;I rather we don't work on older versions.  If this is still an issue in 2.3.1 please submit a new patch for 2.3.1.  Thanks.
656018;positive;"Patch looks great!  Thanks Artem.  No more mixing in of fuzzy-ness into AnalyzingSuggester.  It looks like we are doing the utf8 conversion + det twice per lookup once in convertAutomaton and once in getFullPrefixPaths.  But I think this is inevitable: the first conversion is on the ""straight"" automaton for exactFirst match and the second one is on the lev automaton for non-exactFirst.  Really we should only do the first convertAutomaton if exactFirst is true ... but this is an optimization so we don't need to fix it now. "
657879;positive;Committed to trunk and 4x. Thanks Simon!
658276;positive;Thanks for raising these documentation issues! I just committed a fix.
659082;neutral;Following the recent facets work I think that as part of this issue we should do the following two things (in addition to what I described above):  * Make OrdinalPolicy an enum with two constants (ALL/NO_PARENTS). It's already hard to support just these two (see LUCENE-4610 and LUCENE-4600) and it's not at all clear how to support arbitrary OrdinalPoilcy-ies that users will provide. ** Rather if one really wishes to encode only say levels 3 and below he can extend FacetFields and provide his own CategoryListBuilder. ** For the search side he'll need to provide whatever will work for him (I cannot even describe here what API exactly because of the complexity)  * Nuke PathPolicy. One can extend FacetFields and provide his own DrillDownStream. I'll need to check about that one but it looks like we can get rid of it too.
660764;neutral;"I just glanced through in general: this is similar to the hack patch i used exploring LUCENE-4089 though I just used a Map<StringString>.  The part i didnt like when exploring was more related to how term index/term dictionary are separated: {quote} divisor: generalize this into something simple like a Map<StringString> of codec ""parameters"" that you set on IWC/IR. split divisor from ""don't load terms index"". define these as constants where they belong. I got unhappy here in the ""splitting"" part because I wanted the divisor part in TermsIndexReaderBase but that doesnt extend FieldsProducer (where i wanted the ""don't load"" part) and wrap the terms dict instead its backwards and terms dict wraps the TermsIndexReaderBase... maybe we should fix that too? I think this confusing the way it is but I didnt look at how difficult this would be. {quote}  But I think maybe I was trying to tackle too much at once... still as an ""untyped"" parameter I thought it would be useful to fix the semantics all in one break rather than causing confusion down the road. "
662724;neutral;I commented out the assertion for this test ... it's not valid.
663127;positive;Thanks Scott. git formatted patches are fine in my opinion: lets get this fixed
665037;neutral;Patch adds maybeRefreshBlocking which blocks on refreshLock. It also:  * Renames reopenLock to refreshLock * Shares the refresh logic between maybeRefresh and maybeRefreshBlocking. * Switches to use ReentrantLock instead of Semaphore(1): ** It allows to protectively obtain the lock in doMaybeRefresh (see comment in the code) ** It is better in general because it's equivalent to Semaphore(1) yet protects against an accidental bug where someone changes Semaphore(1) to Semaphore(>1).  I'll add a CHANGES entry after the patch is reviewed and we agree on the approach.
665610;positive;Committed.  Thanks Chris!
666339;neutral;"lemme see if I can help with the test. I feel bad I didn't supply one with the prototype patch.  About the Solr integration: this looks good! We can use a similar approach for autosuggest too so this could configure the analyzer for LUCENE-3842.  I wonder if we should allow separate configuration of ""index"" and ""query"" analyzers? I know I came up with some use-cases for that for autosuggest but I'm not sure about spellchecking. I guess it wouldn't be overkill to allow it though."
667478;neutral;"bq. I assumed modules doesn't need to be self-contained like Lucene or Solr. I can fix that by enforcing tools' compilation in that macro... I'll do that. bq. Steve will you double check again if everything works  Yes everything works for me now thanks!  bq. and commit this in?  Is there some reason why you can't do this?  IMO committers should commit their own work.  bq. I didn't put an entry into CHANGES so you'd have to add it if it qualifies at all to be mentioned there.  IMO this definitely warrants a CHANGES.txt entry.  This should also be backported to branch_3x.  bq. This reminds me of the ""infrastructure tools"" problem we had in Carrot2. We finally decided to simply have them as a stand-alone project living within the same repository space with a stored versioned binary artefact updated when tools had to be updated (rarely). This does version a binary file but you don't need to worry about recompiling things over and over.  +1 to do this for this and any other Lucene/Solr Ant tasks."
668028;positive;"Thanks Dawid.  bq. Yes this is pretty much the top-n nodes reordering that I did albeit without any optimization of how many n to take (the hardcoded magic constants should probably be justified somehow? Or replaced by a default in FST somewhere?).  bq. Deciding how many nodes to reorder is I think hard – I failed to provide any sensible fast heuristic for that and I simply do a simulated annealing to find a local optimum.  Yeah the algo is simplistic now... and it does force caller to pick the params (though minInCountDeref=3 and maxDerefNodes=Inf are probably pretty good)... we can and should make it more sophisticated over time.  We have at least one spare bit to still use in the arc flags :)  bq. One thing I was wondering is why you decided to integrate the packer with the fst – wouldn't it be cleaner to separate packing from construction? Granted this requires a double pass over the fst nodes and more intermediate memory but it wouldn't add any more complexity to the builder which is already ehm a bit complex . You can compare this design in Morfologik:  Well... it's tricky.  First I decided to change node targets to ords so that pack could use an array to (relatively!) efficiently hold node data eg inCount newAddress etc.  That required making the first pass FST ""modal"" (deref'd or not).  If we didn't do this then the packer would have to use even less RAM efficient data structures (eg Map<IntX>) I think?  Second the format written by the packer is tightly coupled with the FST reading ie there are sizable differences when reading packed vs unpacked FST.  But I agree it'd be cleaner if we could move packing out (eg Util.pack) and more strongly decouple packing from FST format...  One thing I'd really like to somehow do is create different classes for FST writing vs reading and different classes for each format.  We now have write-ord write-non-ord read-packed read-unpacked (and even the two readers have 3 different modes depending on INPUT_TYPE).  "
668427;neutral;From the dev list didn't want to lose this background (or make Uwe type it again <G>)  The idea was to maybe replace RAMDirectory by a “clone‿ of MMapDirectory that uses large DirectByteBuffers outside the JVM heap. The current RAMDirectory is very limited (buffersize hardcoded to 8 KB if you have a 50 Gigabyte Index in this RAMDirectory your GC simply drives crazy – we investigated this several times for customers. RAMDirectory was in fact several times slower than a simple disk-based MMapDir). Also the locking on the RAMFile class is horrible as for large indexes you have to change buffer several times when seeking/reading/… which does heavily locking. In contrast MMapDir is completely lock-free!   Until there is no replacement we will not remove it but the current RAMDirectory is not useable for large indexes. That’s a limitation and the design of this class does not support anything else. It’s currently unfixable and instead of putting work into fixing it the time should be spent in working on a new ByteBuffer-based RAMDir with larger blocs/blocs that merge or IOContext helping to calculate the file size before writing it (e.g. when triggering a merge you know the approximate size of the file before so you can allocate a buffer that’s better than 8 Kilobytes). Also directByteBuffer helps to make GC happy as the RAMdir is outside JVM heap.....  RAMdir uses more time for switching buffers than reading the data. The problem is that MMapDir does not support *writing* and that why we plan to improve this. Have you tried MMapDir for read access in comparison to RAMDirectory for a larger index it outperforms several times (depending on OS and if file data is in FS cache already). The new directory will simply mimic the MMapIndexInput add MMapIndexOutput but not based on a mmapped buffer instead a in-memory (Direct)ByteBuffer (outside or inside JVM heap – both will be supported). This simplifies code a lot.   The discussions about the limitations of crappy RAMDirectory were discussed on conferences sorry. We did *not*decide to remove it (without a patch/replacement). The whole “message‿ on the issue was that RAMDirectory is a bad idea. The recommended approach at the moment to handle large in-ram directories would be to use a tmpfs on Linux/Solaris and use MMapDir on top (for larger indexes). The MMap would then directly map the RAM of the underlying tmpfs..... 
669023;neutral;Committed trunk revision: 1206033 Now backporting.
669039;positive;bq. Opened LUCENE-3595.  thanks! I committed this to trunk and backported to 3.x   nice iterations.. 
669964;positive;I think its a good idea to go ahead and put a patch together so we can discuss it directly.
670016;neutral;bq. Can we just make it final when we backport this change?   Duh no we can't since we have core IR impls subclassing IR...
670678;neutral;Fixed.  3.x didn't have any problems
671636;neutral;"I think what happens is all bugs are initially internal to Oracle and they need to be ""opened up"" to the public. I presume this is so that critical bug reports don't immediately become available for exploits... but I'm just guessing."
671757;neutral;Committed revision 1165174.
671954;neutral;attached a fix
673028;neutral;Committed revision 1128830 to trunk. I will now backport to 3x.
673371;neutral;Previous patch was wrong. Here a new one.
674611;neutral;"bq. Hmmm infoStream is just for debugging... should we really make it volatile?  I'll remove its volatile...  {quote} bq. IWC cannot be made immutable – you build it up incrementally (new IWC(...).setThis(...).setThat(...)). Its fields cannot be final.  Setters can return modified immutable copy of 'this'. So you get both incremental building and immutability. {quote}  Oh yeah.  But then we'd clone the full IWC on every set... this seems like overkill in the name of ""purity"".  {quote} What about earlier compromise mentioned by Shay Mark me? Keep setters for 'live' properties on IW. This clearly draws the line and you don't have to consult Javadocs for each and every setting to know if you can change it live or not. {quote}  I really don't like that this approach would split IW configuration into two places.  Like you look at the javadocs for IWC and think that you cannot change the RAM buffer size.  IWC should be the one place you go to see which settings you can change about the IW.  That some of these settings take effect ""live"" while others do not is really an orthogonal (and I think secondary ie handled fine w/ jdocs) aspect/concern. "
676512;neutral;Uwe: I don't interpret it that way!  I don't think our indexinputs should be doing writes!
676684;neutral;Committed optimization in trunk revision: 1037077 
676725;negative;bq. I'm gonna hold off on LUCENE-2771 until we figure this one out... because it would make your getSequentialSubReaders in the synced=true case quite heavy (without modifications).  Sorry I was wrong on this... I totally forgot the norms cache is lazy-loaded always in that patch. I'll commit LUCENE-2771 it shouldnt affect this!
677876;positive;+1 patch looks good. 
678686;neutral;Ported back to 3.x  Committed revision 991537.
679428;positive;"{quote} I don't really know much about NamedSPILoader but I think what you're suggesting. How would we support Factories loading unrelated classes like they can through ResourceLoader now? Assume they're on the classpath and use Class.forName? {quote}  It needs more discussion (and input from Uwe would help!) but it works like Charset.forName(""ASCII"") etc. We use this already for codecs and postingsformats (Codec.forName Codec.listAllCodecs ...).  Have a look at lucene/core/src/resources/META-INF/services for the idea. Basically you ""register"" your classes in your jar file this way: additional jar files (e.g. look at lucene/test-framework/src/resources/META-INF) can load more classes.  So this could support some idea like TokenizerFactory.forName(""Whitespace"") or something simple like that. So someone would not need to use org.apache.solr.analysis.xxx namespace to be able to load their analyzer stuff easily they use whatever package they want and register in their META_INF. And added jar files (other analysis jars) are automatically available this way.  I think Uwe mentioned this idea before though I think he had Analyzers in mind (e.g. provide language code and get back analyzer or something). Anyway thats for another issue :)  Just something worth consideration if we want to make these modules really pluggable. On the other hand we shouldn't use anything overkill if its not the right fit... "
681206;positive;Good catch!  Thanks for the thorough explanation and suggestions.  I think it all makes sense.  Will work on a patch.
681898;neutral;Yes I'm continuing along the path Chris started with his first patch mine is coming soon.  Nikola
682463;neutral;There is a bug in PayloadNearQuery. If there are multiple top level spans that match the query only the payloads of the first one are retrieved. This patch fixes this bug by iterating over all the top level spans to get the payloads (see 'setFreqCurrentDoc')  > The base explain method can't be abstract. Something like Ah right. This is included in the patch  >The changes don't seem thread safe any more since there are now member variables. It may still be all right but have you looked at this aspect?  I guess that could be said about PayloadTermSpanScorer and PayloadNearSpanScorer too (payloadScore payloadsSeen). As for the PayloadFunction classes they seem lightweight enough to be created with each query. Is there a better pattern?  Peter   
683340;positive;Looks like a good solution!  Thanks for taking care of this Uwe!  {quote} Should we backport this to 2.9 and 3.0 (which is easy)? {quote}  +1
684142;positive;bq. If you back-port this to 2.9 you can't use any of the java.util.concurrent.* Very good point! - didn't thought about back porting at all.   bq. I'm not sure you need a separate SearcherHolder class - can't you re-use IndexReader's decRef/incRef? I guess I did not see the simplicity the reader offers - blind due to  java.util.concurrent.* :)  bq. I think there are some thread safety issues..  this is weird - on my dev machine and in the patch it is not synchronized.. on the machine I run the tests it is. Anyway you are right.   I changed the code to be compatible with 2.9 using indexReaders.dec/incRef.. will attache in a minute   
685632;neutral;fixed to use reader.termDocs(null) for delete check. 
685695;positive;Looks good.  bq. I didn't add Version to StopFilter nor StopAnalyzer
686011;neutral;+      if (!more) { +        return false
686161;positive;Simon thanks please commit this :) 
686162;neutral;Commited in r823180 thx robert
689755;neutral;Attached patch.  I plan to commit in a day or two.
689855;neutral;I'm looking through DateTools now and can't help but want to clean it up some.  One thing I see that is odd is the use of a Calendar in timeToString(longresolution).  The first two lines look like this right now: {code} calInstance.setTimeInMillis(round(time resolution))
692410;positive;Committed revision 728746.  Thanks Shai!
693273;neutral;Uwe can't you use ExtendedFieldCache.getLongs passing in your own LongParser?
693644;neutral;"bq. you tweaked a couple little things with the standard cache capture state  Actually I think I just moved things around?  EG I made it the StandardTermsDictReader's job to seek the termsIn file I moved docCount ""up"" and I made a single cache entry.  I think I also removed a few attrs that we didn't need to store... and downgraded skipOffset from long -> int (it's int on trunk)."
694344;neutral;Committed revision 698035.  it's just about having an optional ant property for specifying the full path to svnversion ... i've made the Hudson config changes for Lucene-trunk (add -Dsvnversion.exe=/opt/subversion-current/bin/svnversion) and manually kicked off build#594.  If i missed something re-open and i'll take a look
695723;negative;bq. Here's a patch for the general case and it also adds a warning that you should set your similarity with Similarity.setDefault especially if you omit norms.   Is there no way to remove this stupid static default and deprecate Similarity.(g|s)etDefault()? Can we not use the Similarity from IndexWriter for the case of NormsWriter?
699444;positive;Thanks patch applied. 
701146;neutral;Are there any plans to also publish the new release to the Maven 1 repository on ibiblio.org? We at Jackrabbit still use Maven 1.0.2 as our build tool.
701833;neutral;I just remembered one of the reasons why i didn't do this the last time i looked at it: i don't think FunctionQuery has any good unit tests in the Solr code base -- there might be some tests that use the SOlrTestHarness to trigger function queries but they aren't really portable.
702882;positive;Thanks I've committed your patch leaving out the change to equals() and not  removing mergeBooleanQueries() as that is a public method which someone might  be using. Also could you please check if the test case is correct now? I  couldn't apply that part of your patch cleanly and something might have been  broken.   
704209;neutral;Here is a Test case to reproduce it. I launch it on a JDK1.6 and it deadlocks each 6 to 10 run.
704476;neutral;"Created an attachment (id=17581) Patch for build.xml to add index=""true"" for jar tasks "
706514;neutral;just pending announcement now
710109;positive;Thanks! :-)
716251;neutral;Created an attachment (id=7421) patch to o.a.c.l.SystemUtils.java. Modified declaration order. 
720026;neutral;We can't upgrade to maven-assembly-plugin 2.3 as it breaks the build on MacOS due to https://jira.codehaus.org/browse/MASSEMBLY-588.
720185;neutral;FWIW I didn't experience the problem with Karaf commands when using Fuse ESB (based on Karaf 2.2.5) but I did have problems with Aries Blueprint when I tried to instantiate some of our own beans as an OSGi service.  Workaround for me was to remove the Aries Proxy 0.3 bundle shipped with Fuse ESB and install Aries Proxy 0.3.1. After I did that and restarted the container the problem was resolved for me.
720303;positive;Red color isn't really important it was just a suggestion to be more homogeneous ... but that can be revisited in a different jira. I agree an option is a good idea for automatically acknowledging hosts.  Not sure what the default should be: the current behavior is obviously to not confirm so we could keep that one or go for a safer one I don't have any strong opinion on that.
720310;positive;Thanks for fixing it!
723146;positive;thanks for the patch Michael Van Geertruy :)
726059;positive;Thanks for the reviews guys!
726603;positive;Thanks for the patch. Committed to 0.8.
727466;neutral;Quick fix to interchange the order of constructor arguments of ClientIdAndTopic.
727470;negative;Sorry for the late review. Have a few minor questions/comments.  60. What happens if have 2 instances of Consumers with the same clientid in the same jvm? Does one of them fail because it fails to register metrics? Ditto for Producers.  61. ConsumerTopicStats: What if a topic is named AllTopics? We use to handle this by adding a - in topic specific stats.  62. ZookeeperConsumerConnector: Do we need to validate groupid?  63. ClientId: Does the clientid length need to be different from topic length?  64. AbstractFetcherThread: When building a fetch request do we need to pass in brokerInfo as part of the client id? BrokerInfo contains the source broker info and the fetch requests are always made to the source broker.  
729434;neutral;Thanks for getting started on this. I have a couple of requests -  1. Could you please upload a patch to this JIRA and grant it to Apache ?  2. This patch doesn't apply cleanly to trunk would you mind updating a patch that would ?   It will make it much easier for us to review it.   Also when you said the zk connect option hangs did you get a chance to take a look at the debug/trace logs to see where it hangs ? Do you mind uploading those log files here ?
731872;neutral;Hi ShengTao you would think if you follow:  1. Check if the service is there add if it is not. 2. Then add a bindingTemplate.  Then you would not be overwriting a bindingTemplates. You are right though if you are saving a service it will overwrite the existing one and it will remove any bindingTemplates if they are there. The current behavior is how the UDDI v3 spec tells us to so it but we could add a config option to differentiate from the spec.  Please let me know if you are following the above strategy and *still* seeing issues.   --Kurt  
732456;neutral;Fixed eventhough these are commented out.
732872;neutral;bundles have been promoted to OSSRH some minutes ago. It will take roughly 2-4 hours before they appear on Central so this one is close to be fixed.
